server time    : 2020-10-27 12:27:52(1603769272)
delay time     : 2.829
accelometer ODR: 3200 Hz
 Row #, Time-Stamp, X-AXIS, Y-AXIS, Z-AXIS
   689,           ,      8,     -7,     -4
   690,           ,      5,      0,     -1
   691,           ,      6,      2,     -8
   692,           ,      4,      7,    -10
   693,           ,      8,      6,    -10
   694,           ,     11,      4,     -5
   695,           ,      7,      4,     -6
   696,           ,      3,      4,     -8
   697,           ,     -4,      9,     -9
   698,           ,     -1,      1,     -7
   699,           ,     -8,     -3,     -8
   700,           ,     -9,     -5,     -5
   701,           ,    -13,      0,     -6
   702,           ,    -11,      3,     -9
   703,           ,     -5,     -5,     -7
   704,           ,     -5,     -1,     -3
   705,           ,     -7,     -5,      1
   706,           ,    -10,      2,     -6
   707,           ,     -9,      3,     -2
   708,           ,     -4,      2,     -3
   709,           ,     -3,     -2,     -5
   710,           ,      2,     -1,      1
   711,           ,     -1,     -5,     -3
   712,           ,      1,     -1,     -4
   713,           ,      4,     -1,     -5
   714,           ,      8,     -5,     -1
   715,           ,      5,      1,      2
   716,           ,      7,     -1,      0
   717,           ,      5,      3,     -5
   718,           ,      4,      2,     -5
   719,           ,      1,      0,      1
   720,           ,      3,     -5,     -2
   721,           ,     -4,      1,     -4
   722,           ,     -9,     -5,      1
   723,           ,     -3,     -5,      1
   724,           ,     -5,      0,      3
   725,           ,     -7,     -1,      2
   726,           ,     -7,     -2,      1
   727,           ,    -13,      0,      0
   728,           ,     -7,      0,      2
   729,           ,     -9,     -3,     -1
   730,           ,    -11,      1,     -1
   731,           ,    -14,      3,     -4
   732,           ,    -12,      9,      0
   733,           ,     -7,     -1,      2
   734,           ,     -2,      3,      1
   735,           ,     -4,     -2,      1
   736,           ,     -4,      2,      0
   736,      0.696,     -6,      7,     -1
   737,           ,      0,      0,     -2
   738,           ,     -2,     -3,      1
   739,           ,     -3,      3,      0
   740,           ,      1,     -2,     -1
   741,           ,      2,      4,     -1
   742,           ,      5,     -1,      1
   743,           ,      6,     -5,     -1
   744,           ,     -2,     -2,      2
   745,           ,     -1,      3,      2
   746,           ,     -7,     -1,      5
   747,           ,     -4,      1,     -1
   748,           ,     -1,     -5,      1
   749,           ,     -6,      1,      7
   750,           ,     -3,      4,     -1
   751,           ,     -6,      0,      2
   752,           ,     -1,     -1,      3
   753,           ,     -5,      2,      0
   754,           ,     -1,      6,      7
   755,           ,    -11,     -2,     10
   756,           ,     -8,      2,      4
   757,           ,     -3,      0,      7
   758,           ,      2,     -1,      4
   759,           ,      2,    -11,      6
   760,           ,     -3,     -1,      5
   761,           ,     -7,      4,      4
   762,           ,     -4,      4,      0
   763,           ,     -2,     -1,      5
   764,           ,      3,      5,     11
   765,           ,      6,      2,      6
   766,           ,      3,      6,      9
   767,           ,      8,     -1,      2
   768,           ,      7,     -2,      3
   769,           ,      9,      2,      8
   770,           ,     -1,      1,      1
   771,           ,      3,      2,      4
   772,           ,      8,      4,      6
   773,           ,      3,      2,      9
   774,           ,      9,      1,      8
   775,           ,     -2,      1,      4
   776,           ,     -2,      3,     -2
   777,           ,      2,     -8,      3
   778,           ,     -1,     -1,      5
   779,           ,     -3,     -6,      6
   780,           ,     -9,     -6,     11
   781,           ,     -3,     -6,      7
   782,           ,     -2,     -6,      6
   783,           ,     -3,     -5,      9
   784,           ,     -3,     -8,      8
   785,           ,     -1,     -2,      2
   786,           ,     -4,      3,     10
   787,           ,     -1,     -8,      7
   788,           ,      0,     -7,      6
   789,           ,      2,      2,      9
   790,           ,      0,     -4,      3
   791,           ,      5,      4,      9
   792,           ,     11,     -5,      4
   793,           ,     13,     -8,      3
   794,           ,     14,     -2,      2
   795,           ,     14,      1,      9
   796,           ,     10,     -1,      7
   797,           ,     14,      5,      2
   798,           ,     15,      1,      3
   799,           ,     11,     -1,      4
   800,           ,      4,      7,      1
   801,           ,      7,      6,     -2
   802,           ,     11,     -2,     -5
   803,           ,      5,     -3,      2
   804,           ,      5,      0,      4
   805,           ,      3,     -1,      3
   806,           ,     -4,      4,     -1
